Ser,locations,sites,Season,Date,Temperature oC,Conductivity µS/cm,Salinity %0,D.O mg/l,pH,Turbidity NTU,TSS mg/l,Ammonia µg/l,Nitrate  µg/l,Nitrite  µg/l,Phosphate  µg/l,Silicate  µg/l,Alkalinity as CaCO3 mg/l,Chlorophyl-? µg/l,Hydrocarbon µg/l,TOC mg/l,
641,Dam,13,2,4-May-14,27.43," 63,028 ",42.46,6.35,8.01,1.05,4.67,16.210,132.160,0.360,0.180,21.030,131.23,0.220,0.700,3.000,
642,Fa'ash,11,2,4-May-14,27.62," 63,051 ",42.45,6.33,8.16,1.47,4.42,11.490,6.210,0.680,1.090,23.330,127.46,0.595,0.900,13.000,
643,Marina Club,15,2,4-May-14,27.88," 64,521 ",43.58,6.28,8.11,2.79,6.49,43.240,0.070,1.010,1.530,11.910,126.11,3.409,0.300,14.000,
644,Qita’at Jaradah,14,2,4-May-14,27.87," 63,450 ",42.76,5.70,8.13,1.56,0.96,8.210,25.440,0.940,0.420,16.520,128.07,0.602,0.900,0.000,
645,Suhain,10,2,4-May-14,27.80," 63,145 ",42.53,6.29,8.15,3.02,6.52,7.510,8.030,0.530,1.230,20.840,127.01,1.620,0.900,0.000,
646,Al Gaha,9,2,5-May-14,26.83," 63,183 ",42.61,6.69,8.17,1.59,4.22,20.670,15.220,0.950,3.390,12.380,127.16,0.259,0.400,7.000,
647,Askar,6,2,5-May-14,26.70," 63,613 ",42.92,5.86,8.10,7.25,10.58,10.770,0.750,10.860,2.550,118.140,127.92,3.350,0.600,,
648,Bapco,8,2,5-May-14,28.12," 63,541 ",42.84,6.07,7.99,3.21,7.56,20.280,1.650,20.970,2.890,75.490,129.27,3.761,0.900,2.000,
649,Fasht Tighalib,4,2,5-May-14,27.73," 63,635 ",42.90,6.22,8.17,1.23,4.48,100.820,0.880,12.310,0.720,3.900,127.92,1.307,0.400,18.000,
650,Ghumais,5,2,5-May-14,27.64," 63,375 ",42.71,6.27,8.15,2.51,6.56,8.530,0.780,15.090,0.930,26.240,126.26,0.739,0.300,10.000,
651,Jabbari,3,2,5-May-14,27.75," 64,560 ",43.62,5.66,8.15,1.01,4.47,5.090,0.580,11.900,0.000,25.710,128.07,0.907,0.300,3.000,
652,Mashtan,2,2,5-May-14,27.46," 66,061 ",44.79,6.24,8.20,1.14,3.53,1.290,0.470,14.290,0.300,48.230,130.33,0.290,0.600,2.000,
653,Msoor,7,2,5-May-14,26.57," 63,466 ",42.81,6.50,8.20,2.17,5.00,8.130,1.030,12.860,0.510,8.220,126.26,0.538,0.100,3.000,
654,Qassar Noon,1,2,5-May-14,26.68," 71,214 ",48.83,6.00,8.14,1.35,4.19,0.910,0.810,11.490,0.000,65.460,129.72,0.665,0.400,0.000,
655,Abu Lthama,25,2,6-May-14,25.75," 60,666 ",40.67,6.58,8.22,1.23,3.35,27.030,13.870,0.870,1.670,11.910,126.26,0.403,0.100,0.000,
656,Bo Omamah,27,2,6-May-14,25.81," 60,670 ",40.69,6.81,8.23,1.74,2.76,26.280,2.450,1.100,0.610,0.000,127.61,0.467,0.100,0.000,
657,Najwat Abu Lthama,26,2,6-May-14,25.90," 60,360 ",40.47,6.85,8.24,1.23,4.50,26.350,3.380,0.200,1.300,3.420,126.41,0.315,0.300,0.000,
658,Shtaya,24,2,6-May-14,26.72," 60,520 ",40.56,6.56,8.09,0.72,3.30,3.730,16.860,0.380,0.490,18.860,127.01,0.105,0.100,0.000,
659,Sura,28,2,6-May-14,27.66," 63,972 ",43.16,6.40,8.24,1.32,3.15,2.660,18.060,0.080,0.000,0.000,127.92,0.223,0.400,4.000,
660,Al Jarim,16,2,7-May-14,27.26," 62,182 ",41.80,6.56,8.11,1.42,3.91,4.430,12.120,0.060,0.520,9.140,126.71,1.271,0.400,2.000,
661,Al Jasra,23,2,7-May-14,28.05," 76,773 ",53.21,6.00,8.13,2.44,4.56,3.420,12.580,0.940,0.830,83.860,129.57,0.992,0.400,0.000,
662,Bartafi,19,2,7-May-14,27.60," 73,099 ",50.29,6.11,8.08,1.23,3.98,5.600,19.640,0.750,0.340,22.740,127.16,1.219,0.400,0.000,
663,Gassar,20,2,7-May-14,27.09," 76,464 ",52.99,5.93,8.12,1.46,4.57,20.650,8.520,0.080,0.000,52.480,128.52,0.993,0.400,0.000,
664,Jazirat Ya’suf,22,2,7-May-14,27.31," 76,419 ",52.95,7.02,8.15,3.07,6.42,5.010,5.270,0.280,0.040,57.590,128.97,0.975,0.500,2.000,
665,Khor fasht,17,2,7-May-14,27.60," 68,860 ",46.50,5.89,8.09,1.43,5.65,11.430,15.480,0.710,0.000,9.950,128.52,1.354,0.400,0.000,
666,Marwada,18,2,7-May-14,27.70," 71,680 ",49.17,6.12,8.09,2.49,6.67,9.860,24.680,0.570,0.780,0.550,128.82,1.251,0.400,0.000,
667,Umm Al na'asan,21,2,7-May-14,26.49," 76,067 ",52.69,6.06,8.11,1.11,2.89,4.480,18.530,0.000,0.060,35.740,128.07,1.064,0.400,0.000,
668,Qita’at Jaradah,14,3,19-Aug-14,29.20," 64,456 ",43.48,5.30,8.17,1.21,3.84,0.230,22.510,0.830,2.630,43.080,124.16,1.691,28.790,1.000,
669,Al Gazara,12,3,24-Aug-14,34.14," 64,925 ",43.62,5.72,8.22,2.21,2.29,1.560,4.510,2.220,0.320,34.180,126.26,0.993,1.200,0.000,
670,Dam,13,3,24-Aug-14,34.15," 65,025 ",43.71,5.53,8.20,1.68,7.39,0.290,5.240,0.080,0.150,50.620,122.22,0.807,66.300,0.000,
671,Fa'ash,11,3,24-Aug-14,34.16," 64,967 ",43.66,5.70,8.19,3.96,9.62,7.630,21.720,1.510,1.130,44.010,124.00,1.057,4.100,0.000,
672,Qita’at Jaradah,14,3,24-Aug-14,34.18," 64,404 ",43.23,5.57,8.15,4.23,14.39,3.450,4.780,0.980,0.520,39.280,118.66,1.200,1.300,0.000,
673,Suhain,10,3,24-Aug-14,35.02," 65,092 ",43.72,6.33,8.22,2.96,12.36,10.670,45.190,3.520,4.440,74.040,121.90,0.139,2.600,0.000,
674,Al Gaha,9,3,25-Aug-14,33.64," 65,252 ",43.91,4.92,8.14,1.79,4.39,19.680,19.310,2.410,2.220,52.380,126.75,1.288,0.800,0.000,
675,Askar,6,3,25-Aug-14,34.04," 65,656 ",44.19,4.67,8.13,6.27,8.92,32.380,7.540,0.930,2.430,114.580,119.63,1.544,1.500,,
676,Bapco,8,3,25-Aug-14,34.48," 65,595 ",44.14,5.01,8.01,2.97,5.33,19.700,14.240,2.460,1.540,94.670,118.66,2.314,0.800,0.000,
677,Fasht Tighalib,4,3,25-Aug-14,34.20," 66,035 ",44.48,4.93,8.14,1.87,4.37,15.340,7.300,1.280,0.650,49.190,121.90,1.868,0.600,0.000,
678,Ghumais,5,3,25-Aug-14,34.02," 65,989 ",44.46,4.95,8.13,1.89,4.70,11.360,5.340,0.590,0.840,21.900,121.09,1.066,1.100,1.000,
679,Jabbari,3,3,25-Aug-14,34.24," 67,006 ",45.23,4.59,8.14,1.57,4.78,5.690,4.850,1.180,1.450,19.720,125.78,2.213,0.500,2.000,
680,Mashtan,2,3,25-Aug-14,34.04," 66,822 ",45.10,5.01,8.15,1.42,3.67,5.520,4.820,0.420,1.460,47.830,126.58,1.078,0.600,3.000,
681,Msoor,7,3,25-Aug-14,34.02," 65,300 ",43.93,4.97,8.14,2.52,5.22,18.830,9.390,1.220,1.150,58.260,121.90,0.641,0.800,0.000,
682,Qassar Noon,1,3,25-Aug-14,34.21," 69,901 ",47.48,4.64,8.11,1.40,4.01,15.820,7.470,1.910,0.520,94.260,125.29,1.571,0.600,0.000,
683,Abu Lthama,25,3,26-Aug-14,33.42," 62,077 ",41.49,5.36,8.22,1.20,2.51,0.000,3.250,0.310,0.000,34.090,124.00,0.703,0.100,0.000,
684,Al Jarim,16,3,26-Aug-14,34.31," 64,190 ",43.05,4.90,8.18,1.42,3.21,1.910,3.580,0.220,0.000,48.760,123.84,1.346,0.300,1.000,
685,Bo Omamah,27,3,26-Aug-14,33.30," 61,707 ",41.21,6.06,8.25,0.98,2.11,96.280,4.560,0.070,0.000,36.990,126.10,0.978,0.100,1.000,
686,Najwat Abu Lthama,26,3,26-Aug-14,33.26," 61,345 ",40.93,6.07,8.27,1.11,3.78,11.240,3.910,0.520,0.000,31.680,125.61,0.548,0.100,1.000,
687,Shtaya,24,3,26-Aug-14,33.71," 62,215 ",41.58,5.31,8.09,1.42,2.93,6.830,8.400,0.810,0.760,44.690,129.82,0.620,0.500,0.000,
688,Al Jasra,23,3,27-Aug-14,33.94," 78,056 ",53.94,4.81,8.15,1.59,6.06,7.250,3.340,0.740,0.340,139.230,123.19,1.585,0.400,0.000,
689,Bartafi,19,3,27-Aug-14,34.46," 74,610 ",51.19,4.45,8.07,1.23,4.06,13.790,28.480,3.200,0.680,63.130,123.19,0.869,0.400,0.000,
690,Gassar,20,3,27-Aug-14,34.24," 78,388 ",54.21,5.22,8.15,2.55,5.64,7.990,5.900,0.990,0.060,422.870,127.07,0.725,0.400,9.000,
691,Jazirat Ya’suf,22,3,27-Aug-14,34.36," 78,960 ",54.67,4.89,8.13,2.03,6.13,13.890,0.060,1.170,0.750,197.540,126.10,1.684,0.400,3.000,
692,Marina Club,15,3,27-Aug-14,34.41," 66,520 ",44.84,5.09,8.17,1.93,5.29,1.180,2.030,1.670,0.670,78.380,118.66,2.892,0.500,5.000,
693,Umm Al na'asan,21,3,27-Aug-14,33.92," 78,272 ",54.15,5.24,8.15,0.93,3.89,2.450,6.580,0.870,0.000,151.160,126.75,1.636,0.400,0.000,
694,Khor fasht,17,3,31-Aug-14,34.07," 69,277 ",46.96,5.10,8.12,2.61,6.40,0.060,16.790,1.260,0.380,33.960,124.32,1.802,0.500,0.000,
695,Marwada,18,3,31-Aug-14,34.09," 71,833 ",48.98,4.77,8.09,2.12,4.61,1.770,22.540,2.280,0.490,50.240,121.73,1.110,0.500,0.000,
696,Sura,28,3,31-Aug-14,34.04," 66,764 ",45.08,5.22,8.07,1.82,4.00,17.180,93.340,1.770,1.680,68.120,122.54,0.365,0.500,0.000,
697,Al Gaha,9,4,19-Oct-14,30.06," 64,456 ",43.46,5.30,8.21,2.04,5.05,0.770,37.740,2.980,2.660,53.570,126.26,1.048,16.330,3.000,
698,Al Gazara,12,4,19-Oct-14,30.73," 64,244 ",43.25,5.52,8.25,1.65,5.27,0.000,10.540,0.300,1.010,64.460,125.78,0.546,27.370,2.000,
699,Askar,6,4,19-Oct-14,29.87," 64,442 ",43.45,4.25,8.13,7.27,37.36,8.100,27.450,2.720,4.290,211.790,129.82,0.300,19.030,,
700,Bapco,8,4,19-Oct-14,30.29," 64,540 ",43.51,5.15,8.20,2.60,7.10,0.720,59.840,3.530,2.950,76.160,127.56,2.303,23.770,3.000,
701,Dam,13,4,19-Oct-14,30.57," 64,239 ",43.26,5.51,8.26,1.44,3.61,0.000,10.700,0.210,1.900,55.330,127.72,0.535,12.520,1.000,
702,Fa'ash,11,4,19-Oct-14,30.53," 64,275 ",43.29,5.02,8.24,1.72,7.73,0.200,39.580,0.900,2.080,53.710,124.00,0.297,15.230,5.000,
703,Marina Club,15,4,19-Oct-14,30.18," 66,095 ",44.71,4.78,8.05,2.29,6.33,1.700,17.310,2.210,2.170,72.020,126.91,2.978,15.650,3.000,
704,Suhain,10,4,19-Oct-14,29.46," 64,259 ",43.33,3.91,8.13,1.93,3.89,0.710,63.160,2.290,6.700,58.100,129.33,0.355,9.140,0.000,
705,Fasht Tighalib,4,4,20-Oct-14,29.79," 64,965 ",43.87,5.26,8.17,2.53,9.82,0.350,2.060,0.790,0.790,61.970,126.42,0.312,14.070,0.000,
706,Ghumais,5,4,20-Oct-14,30.09," 65,163 ",44.00,5.45,8.16,2.64,5.71,0.780,2.000,1.000,1.000,73.030,123.67,1.396,18.310,0.000,
707,Jabbari,3,4,20-Oct-14,29.87," 65,955 ",44.61,5.34,8.07,2.53,3.55,0.520,4.250,0.490,0.490,82.880,124.32,0.969,36.810,2.000,
708,Mashtan,2,4,20-Oct-14,29.35," 66,382 ",44.97,5.28,8.19,1.22,7.72,0.000,31.500,0.830,0.610,32.550,123.03,0.610,21.010,0.000,
709,Msoor,7,4,20-Oct-14,29.47," 64,577 ",43.57,5.53,8.20,3.26,6.26,0.000,23.280,0.710,1.690,47.860,121.25,0.558,15.010,1.000,
710,Qassar Noon,1,4,20-Oct-14,29.69," 68,116 ",46.30,5.28,8.13,1.92,3.93,0.340,32.670,4.280,0.510,89.600,128.04,0.417,12.760,0.000,
711,Al Jasra,23,4,21-Oct-14,28.74," 78,197 ",54.33,4.87,8.10,2.42,5.35,5.770,4.150,2.250,1.080,92.930,129.66,0.244,13.250,0.000,
712,Bartafi,19,4,21-Oct-14,29.68," 71,578 ",49.02,5.29,8.15,1.29,3.20,4.670,11.530,1.500,0.650,49.430,128.53,0.429,12.630,0.000,
713,Gassar,20,4,21-Oct-14,30.00," 77,695 ",53.87,5.35,8.12,1.04,4.59,0.400,1.790,0.570,1.390,28.720,129.82,0.505,12.540,3.000,
714,Jazirat Ya’suf,22,4,21-Oct-14,29.43," 78,180 ",54.29,5.01,8.10,6.21,12.96,1.830,4.570,1.810,0.480,46.620,132.57,0.572,11.730,3.000,
715,Marwada,18,4,21-Oct-14,29.76," 67,797 ",46.07,5.58,8.21,1.74,4.90,0.280,0.000,0.930,0.950,41.280,131.27,0.253,11.900,0.000,
716,Umm Al na'asan,21,4,21-Oct-14,30.18," 77,782 ",53.99,5.21,8.03,5.01,13.09,0.000,2.790,0.650,0.730,30.650,132.08,0.843,15.320,1.000,
717,Khor fasht,17,4,22-Oct-14,29.69," 67,350 ",45.94,5.70,8.22,1.51,5.27,0.000,0.660,0.310,1.150,41.430,126.58,0.631,16.870,0.000,
718,Abu Lthama,25,4,29-Oct-14,29.64," 60,493 ",40.44,5.42,8.30,1.40,3.80,0.000,0.040,2.690,1.450,62.550,130.63,0.321,7.960,4.000,
719,Al Jarim,16,4,29-Oct-14,28.31," 63,417 ",42.72,5.74,8.27,2.63,12.84,4.220,0.000,0.270,0.620,33.050,128.85,0.266,6.940,0.000,
720,Bo Omamah,27,4,29-Oct-14,29.54," 60,562 ",40.48,5.60,8.31,1.23,3.18,0.000,0.000,0.700,0.760,59.490,130.14,0.616,16.130,3.000,
721,Najwat Abu Lthama,26,4,29-Oct-14,29.80," 60,182 ",40.20,5.47,8.31,0.69,3.47,0.000,0.000,1.540,0.320,52.520,128.85,0.316,15.150,2.000,
722,Shtaya,24,4,29-Oct-14,28.93," 60,826 ",40.73,5.65,8.21,1.28,3.88,1.520,1.330,0.450,0.080,38.350,124.16,0.711,15.970,0.000,
723,Sura,28,4,29-Oct-14,27.64," 66,594 ",45.20,4.67,8.12,2.01,4.13,2.580,25.140,1.650,2.300,36.780,122.22,0.459,7.550,4.000,
724,Abu Lthama,25,1,26-Jan-15,20.72," 59,934 ",40.22,7.43,8.24,1.01,2.29,2.647,15.546,11.430,7.430,58.734,127.72,0.324,1.915,,
725,Al Jarim,16,1,26-Jan-15,17.13," 61,399 ",41.31,7.87,8.09,3.07,4.27,2.573,0.000,0.159,0.128,17.775,128.85,0.307,2.135,,
726,Bo Omamah,27,1,26-Jan-15,20.54," 60,001 ",40.27,7.41,8.25,0.96,2.78,2.242,4.166,9.067,9.064,68.341,127.23,0.479,1.717,,
727,Najwat Abu Lthama,26,1,26-Jan-15,20.99," 60,056 ",40.32,7.32,8.23,1.08,1.62,4.106,3.417,20.202,9.349,82.736,128.85,0.108,1.216,,
728,Shtaya,24,1,26-Jan-15,19.44," 60,149 ",40.38,7.73,8.23,0.71,1.90,1.994,0.000,0.463,3.678,17.693,130.79,0.192,2.082,,
729,Sura,28,1,26-Jan-15,17.22," 63,622 ",43.04,7.79,8.24,1.69,2.84,2.643,0.000,0.364,2.461,19.928,123.35,0.133,1.727,,
730,Al Gaha,9,1,27-Jan-15,17.26," 62,714 ",42.32,7.90,8.17,1.19,5.31,0.000,16.555,1.515,4.546,13.271,128.69,0.177,1.827,,
731,Askar,6,1,27-Jan-15,18.11," 62,999 ",42.55,7.30,8.07,2.32,5.15,6.355,6.460,1.674,3.382,39.008,128.53,0.191,2.362,,
732,Bapco,8,1,27-Jan-15,18.25," 62,362 ",42.07,7.29,7.93,1.91,5.63,2.972,15.490,1.597,3.953,42.166,131.76,0.575,3.614,,
733,Fasht Tighalib,4,1,27-Jan-15,17.03," 64,191 ",43.44,7.91,8.17,1.04,2.66,1.301,17.402,1.198,1.471,19.467,128.04,0.141,1.227,,
734,Ghumais,5,1,27-Jan-15,17.41," 63,467 ",42.89,7.84,8.17,2.27,2.90,0.000,19.001,0.697,1.017,18.788,125.29,0.133,1.507,,
735,Jabbari,3,1,27-Jan-15,17.05," 64,444 ",43.63,8.11,8.10,1.00,3.58,15.494,9.893,0.773,0.933,22.852,127.56,0.315,0.467,,
736,Mashtan,2,1,27-Jan-15,17.19," 64,952 ",44.03,7.84,8.15,0.74,3.50,0.000,12.586,0.490,0.596,12.991,127.72,0.091,3.305,,
737,Msoor,7,1,27-Jan-15,17.88," 62,757 ",42.36,7.75,8.19,1.35,3.54,2.451,26.787,0.596,2.064,17.974,128.36,0.256,1.286,,
738,Qassar Noon,1,1,27-Jan-15,16.95," 68,710 ",46.93,7.80,8.12,1.01,3.33,0.000,16.151,0.755,0.852,18.230,133.21,0.050,1.513,,
739,Al Jasra,23,1,28-Jan-15,17.56," 75,437 ",52.24,7.09,8.11,1.20,6.20,0.468,7.295,0.880,2.444,27.909,130.63,0.000,1.416,,
740,Bartafi,19,1,28-Jan-15,17.13," 73,655 ",50.82,7.16,8.10,2.00,1.00,0.732,5.078,0.259,2.802,10.559,128.53,0.466,1.416,,
741,Gassar,20,1,28-Jan-15,16.95," 74,934 ",51.82,7.36,8.14,2.25,10.30,0.378,4.715,0.188,2.499,28.926,131.27,0.012,1.827,,
742,Jazirat Ya’suf,22,1,28-Jan-15,17.09," 75,765 ",52.48,7.29,8.13,0.80,0.60,1.454,3.080,0.427,2.286,60.220,130.63,0.128,1.419,,
743,Khor fasht,17,1,28-Jan-15,16.76," 64,975 ",44.04,7.57,8.11,2.75,7.00,0.000,5.590,0.161,2.090,11.979,127.72,0.000,1.803,,
744,Marwada,18,1,28-Jan-15,16.93," 69,516 ",47.56,7.61,8.12,1.80,2.10,9.498,1.811,0.000,2.887,13.480,126.26,0.219,0.688,,
745,Umm Al na'asan,21,1,28-Jan-15,16.87," 75,227 ",52.05,7.14,8.12,3.20,12.50,0.000,3.030,0.000,2.645,32.968,130.63,0.368,1.867,,
746,Al Gazara,12,1,1-Feb-15,18.01," 62,425 ",42.11,7.40,8.13,1.15,1.50,1.132,2.565,0.000,10.248,14.859,129.01,0.367,1.652,,
747,Dam,13,1,1-Feb-15,18.15," 62,503 ",42.17,7.37,8.12,1.10,8.70,1.630,3.689,0.407,1.689,13.328,135.15,0.336,1.827,,
748,Fa'ash,11,1,1-Feb-15,17.97," 62,338 ",42.04,7.53,8.13,2.10,2.20,4.019,8.111,0.000,3.541,11.002,133.86,0.112,3.331,,
749,Qita’at Jaradah,14,1,1-Feb-15,18.59," 62,529 ",42.20,7.26,8.04,2.10,1.00,4.976,5.015,0.405,0.909,12.086,131.11,0.258,2.909,,
750,Suhain,10,1,1-Feb-15,18.22," 62,577 ",42.22,7.47,8.12,2.07,2.20,11.864,7.205,0.174,4.816,11.527,133.05,0.221,6.503,,
751,Al Gazara,12,2,12-Apr-15,23.86," 64,086 ",43.36,6.59,8.20,2.21,32.96,0.000,3.570,0.410,0.863,20.144,133.05,0.110,5.300,0.000,
752,Amwaj,29,2,12-Apr-15,24.49," 63,963 ",43.25,6.53,8.23,2.22,5.39,19.903,0.501,1.504,1.364,35.452,129.82,0.602,3.000,0.112,
753,Dam,13,2,12-Apr-15,23.60," 63,977 ",43.27,6.62,8.21,1.08,4.95,0.000,1.682,0.069,1.121,20.740,132.57,0.067,15.700,0.000,
754,Fa'ash,11,2,12-Apr-15,23.86," 63,978 ",43.28,6.60,8.14,1.74,3.55,0.000,9.496,0.905,1.008,26.034,129.98,0.100,0.000,0.992,
755,Qita’at Jaradah,14,2,12-Apr-15,24.66," 64,222 ",43.45,6.50,8.23,2.01,3.37,0.000,6.498,0.086,1.162,21.792,130.79,0.190,10.300,0.000,
756,Suhain,10,2,12-Apr-15,24.65," 63,821 ",43.13,5.14,7.88,1.71,5.55,0.000,12.108,1.140,1.991,23.754,133.37,0.039,12.300,0.172,
757,Al Gaha,9,2,15-Apr-15,22.33," 64,857 ",43.98,6.51,8.20,1.97,9.30,1.049,10.494,1.408,3.478,35.114,126.91,0.499,8.100,0.132,
758,Askar,6,2,15-Apr-15,21.63," 64,748 ",43.90,5.91,8.05,6.09,26.45,11.538,8.042,1.680,1.678,72.097,132.57,0.312,4.000,0.000,
759,Bapco,8,2,15-Apr-15,22.41," 64,576 ",43.75,6.94,8.04,4.10,5.29,11.903,14.982,1.387,2.616,40.369,129.82,0.444,12.300,0.032,
760,Fasht Tighalib,4,2,15-Apr-15,22.90," 65,290 ",44.31,6.64,8.17,2.84,17.26,0.000,7.246,0.946,0.920,38.206,130.30,0.000,2.500,0.000,
761,Ghumais,5,2,15-Apr-15,22.68," 65,021 ",44.10,6.70,8.15,4.07,6.27,0.000,5.429,0.572,1.354,29.371,128.36,0.323,19.600,0.000,
762,Jabbari,3,2,15-Apr-15,22.98," 65,257 ",44.27,5.43,8.14,2.81,9.46,0.000,9.758,0.696,1.111,41.051,129.82,0.904,4.900,0.000,
763,Mashtan,2,2,15-Apr-15,22.72," 68,961 ",47.15,6.34,8.21,1.54,3.89,0.000,6.700,0.061,0.138,41.986,131.44,0.146,9.000,0.000,
764,Msoor,7,2,15-Apr-15,22.05," 65,076 ",44.15,6.81,8.21,3.37,5.55,5.452,8.294,0.878,1.728,44.474,130.14,0.884,41.200,0.412,
765,Qassar Noon,1,2,15-Apr-15,22.45," 71,270 ",49.01,6.34,8.17,1.46,3.05,6.202,0.280,4.177,6.079,53.060,130.36,0.302,3.800,2.320,
766,Abu Lthama,25,2,16-Apr-15,21.72," 60,774 ",40.85,7.14,8.27,2.83,14.97,7.819,5.960,0.480,2.807,15.527,127.39,0.386,13.500,0.000,
767,Al Jarim,16,2,16-Apr-15,22.25," 62,313 ",42.02,6.43,8.10,5.36,23.60,9.967,7.364,0.382,0.973,18.881,124.64,0.000,7.100,,
768,Bo Omamah,27,2,16-Apr-15,21.84," 60,850 ",40.91,7.01,8.30,1.86,4.08,9.465,4.462,0.481,4.661,23.089,129.27,0.410,1.500,0.000,
769,Najwat Abu Lthama,26,2,16-Apr-15,22.00," 60,167 ",40.38,7.05,8.30,0.53,4.79,13.709,4.715,0.707,6.471,48.608,126.10,0.079,7.500,6.092,
770,Shtaya,24,2,16-Apr-15,22.07," 61,247 ",41.21,6.82,8.33,1.37,3.54,6.343,4.720,0.702,5.179,15.512,124.32,0.685,5.700,0.772,
771,Sura,28,2,16-Apr-15,22.67," 65,045 ",44.06,6.46,8.32,8.98,74.40,13.502,14.156,1.392,0.993,36.201,127.56,0.224,9.100,0.000,
772,Al Jasra,23,2,19-Apr-15,23.51," 74,468 ",51.49,6.55,8.33,4.62,32.49,2.889,2.446,1.364,0.000,56.966,135.31,2.995,30.200,0.000,
773,Bartafi,19,2,19-Apr-15,23.42," 70,244 ",48.15,6.40,8.18,2.46,6.10,7.185,4.079,0.769,0.368,24.711,132.40,0.189,,1.432,
774,Gassar,20,2,19-Apr-15,23.00," 76,996 ",53.53,6.48,8.24,1.66,8.08,3.704,0.000,1.483,0.076,29.238,130.30,0.424,13.600,3.392,
775,Jazirat Ya’suf,22,2,19-Apr-15,23.40," 76,184 ",52.87,6.53,8.23,2.22,6.16,0.065,1.501,0.593,0.077,25.607,130.46,0.272,12.400,0.172,
776,Khor fasht,17,2,19-Apr-15,23.51," 67,342 ",45.89,6.54,8.11,3.04,7.81,12.761,2.387,0.524,0.356,24.637,130.63,0.297,5.200,0.000,
777,Marwada,18,2,19-Apr-15,23.53," 68,508 ",46.80,6.70,8.22,2.72,5.70,4.414,2.124,0.360,0.576,22.220,129.33,0.849,9.800,0.000,
778,Umm Al na'asan,21,2,19-Apr-15,23.05," 77,099 ",53.60,6.41,8.29,2.99,15.11,5.521,0.500,0.107,0.226,31.591,129.82,0.359,42.000,0.000,
779,Al Gaha,9,3,23-Aug-15,34.81," 65,434 ",43.99,4.79,8.07,1.88,5.37,6.806,43.654,2.727,5.567,95.224,127.56,1.920,1.900,2.240,
780,Askar,6,3,23-Aug-15,34.71," 66,166 ",44.57,5.00,8.07,1.45,5.23,32.196,56.492,0.984,0.165,181.414,123.67,1.183,22.200,6.000,
781,Bapco,8,3,23-Aug-15,34.93," 65,498 ",44.04,4.96,8.06,2.01,4.90,0.066,8.119,1.445,3.464,126.243,120.76,1.756,5.600,15.880,
782,Fasht Tighalib,4,3,23-Aug-15,34.60," 66,142 ",44.55,5.02,8.11,1.60,5.30,4.593,60.598,1.617,0.389,113.662,124.81,1.132,3.400,0.420,
783,Ghumais,5,3,23-Aug-15,34.82," 65,919 ",44.37,5.07,8.08,1.72,13.06,8.681,50.884,1.574,0.219,99.328,122.54,1.523,2.200,7.820,
784,Jabbari,3,3,23-Aug-15,34.59," 66,908 ",45.14,5.01,8.09,2.03,11.98,4.827,68.236,1.843,0.000,140.270,126.26,0.455,3.700,10.100,
785,Mashtan,2,3,23-Aug-15,34.79," 66,919 ",45.14,5.00,8.15,1.50,4.42,0.000,201.805,0.136,0.911,30.150,124.81,1.406,3.400,3.380,
786,Msoor,7,3,23-Aug-15,34.62," 65,601 ",44.12,5.11,8.10,3.02,6.80,2.439,75.983,2.194,0.948,102.617,123.67,1.943,1.800,2.120,
787,Qassar Noon,1,3,23-Aug-15,34.53," 67,234 ",49.38,4.91,8.04,1.43,4.58,19.921,,3.063,0.000,167.536,127.39,1.764,4.900,9.380,
788,Al Gazara,12,3,24-Aug-15,34.61," 65,151 ",43.78,5.90,8.19,1.53,9.47,0.000,0.000,0.000,0.045,8.757,129.82,1.379,3.100,9.040,
789,Amwaj,29,3,24-Aug-15,34.82," 65,021 ",43.67,5.53,8.14,2.15,4.51,15.812,56.128,2.048,0.758,184.111,119.63,1.170,1.300,16.820,
790,Dam,13,3,24-Aug-15,34.63," 65,144 ",43.78,5.50,8.16,2.43,4.27,0.000,19.775,0.941,0.000,18.366,128.59,1.197,1.500,21.340,
791,Fa'ash,11,3,24-Aug-15,34.72," 65,380 ",43.95,6.05,8.16,1.42,3.77,0.000,119.208,1.156,0.000,17.723,126.91,1.237,1.300,19.500,
792,Qita’at Jaradah,14,3,24-Aug-15,34.70," 65,442 ",44.01,5.51,8.05,1.06,2.72,0.346,6.378,1.544,0.000,48.425,123.67,0.702,1.000,2.380,
793,Suhain,10,3,24-Aug-15,34.15," 65,444 ",44.03,5.36,7.99,0.87,4.79,28.050,,3.784,3.076,86.626,121.90,0.262,1.900,16.080,
794,Abu Lthama,25,3,25-Aug-15,34.18," 61,508 ",41.02,5.59,8.20,0.93,2.00,0.000,1.932,0.006,0.000,38.825,129.33,0.300,1.200,22.820,
795,Bo Omamah,27,3,25-Aug-15,34.42," 62,040 ",41.41,5.82,8.23,0.81,3.70,0.000,39.684,0.116,0.000,38.252,129.33,0.224,2.300,4.040,
796,Najwat Abu Lthama,26,3,25-Aug-15,34.43," 61,973 ",41.36,5.82,8.21,0.84,2.45,0.000,20.149,0.000,0.000,46.263,125.29,0.397,1.800,14.500,
797,Shtaya,24,3,25-Aug-15,34.90," 62,722 ",41.91,5.25,8.09,2.79,14.74,0.708,8.133,0.011,0.000,36.490,128.85,0.615,0.600,7.420,
